georgn,pressure,pressure_category,scen_time,color,avg_impact
Southern Islands,coastal disturbance,land-based,ssp245_medium-term,#ECA045FF,0
Western Africa,coastal disturbance,land-based,ssp245_medium-term,#ECA045FF,0.16421092691064607
Western Asia,coastal disturbance,land-based,ssp245_medium-term,#ECA045FF,0.13435720380918117
Western Europe,coastal disturbance,land-based,ssp245_medium-term,#ECA045FF,0.19826948726193033
Antarctica,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0
Australia and New Zealand,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.03280053188166144
Caribbean,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.08541000125075175
Central America,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.08084095826147086
Eastern Africa,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.11235397127819834
Eastern Asia,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.16595581372504883
Eastern Europe,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.013886494381086674
Melanesia,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.04448262338378877
Micronesia,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.011783730575941294
Middle Africa,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.09273431662586157
Northern Africa,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.12727984433171963
Northern America,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.024622865644491364
Northern Europe,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.08927031307752555
Polynesia,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.01540675172176658
South America,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.07801086644820568
South-eastern Asia,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.11517570644317796
Southern Africa,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.07890093958001193
Southern Asia,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.1743213412440175
Southern Europe,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.11817027094337221
Southern Islands,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0
Western Africa,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.1567052965889963
Western Asia,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.1288062799285204
Western Europe,coastal disturbance,land-based,ssp245_near-term,#ECA045FF,0.1972173808768076
Antarctica,coastal disturbance,land-based,ssp585_current,#ECA045FF,0
Australia and New Zealand,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.03216690394548078
Caribbean,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.08409184384876421
Central America,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.0774391885810698
Eastern Africa,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.10397712219759958
Eastern Asia,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.16815807332090793
Eastern Europe,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.014456767753668272
Melanesia,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.042180097517010746
Micronesia,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.011750043599657546
Middle Africa,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.08770855165159518
Northern Africa,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.12175252203178492
Northern America,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.024189493599115614
Northern Europe,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.08790350360258879
Polynesia,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.015186599790047313
South America,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.07593953301890907
South-eastern Asia,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.11616725384727337
Southern Africa,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.07745679557055668
Southern Asia,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.1698949161559187
Southern Europe,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.11861743298903349
Southern Islands,coastal disturbance,land-based,ssp585_current,#ECA045FF,0
Western Africa,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.1480257945302132
Western Asia,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.12351828915252155
Western Europe,coastal disturbance,land-based,ssp585_current,#ECA045FF,0.19684026341673636
Antarctica,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0
Australia and New Zealand,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.036509448219079234
Caribbean,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.08272461559426658
Central America,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.07819581706109331
Eastern Africa,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.11244215525569543
Eastern Asia,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.16295945288773303
Eastern Europe,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.013532211695948091
Melanesia,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.04331131237330446
Micronesia,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.010786847696280695
Middle Africa,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.09504111132500119
Northern Africa,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.12596944970890753
Northern America,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.026927934932246794
Northern Europe,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.0945562170760192
Polynesia,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.013954731356876852
South America,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.07652351124898174
South-eastern Asia,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.10993602912022944
Southern Africa,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.08057032282521255
Southern Asia,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.1727134520221442
Southern Europe,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.1214585159449351
Southern Islands,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0
Western Africa,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.15788248538246044
Western Asia,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.13088981947871248
Western Europe,coastal disturbance,land-based,ssp585_medium-term,#ECA045FF,0.2047710523887527
Antarctica,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0
Australia and New Zealand,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.03390463979197662
Caribbean,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.08427896103313152
Central America,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.0787359793457585
Eastern Africa,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.10947334388234806
Eastern Asia,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.1664576207425637
Eastern Europe,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.013933960601449382
Melanesia,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.043294670701227736
Micronesia,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.011431195325944285
Middle Africa,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.09120496398892182
Northern Africa,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.1252128785379008
Northern America,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.02522066560705129
Northern Europe,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.09107871801597207
Polynesia,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.014850500080111287
South America,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.07685746750609963
South-eastern Asia,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.11392212257631096
Southern Africa,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.07922120956581498
Southern Asia,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.17228362940116201
Southern Europe,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.11972073921521373
Southern Islands,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0
Western Africa,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.15368727252418388
Western Asia,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.12785232611536565
Western Europe,coastal disturbance,land-based,ssp585_near-term,#ECA045FF,0.20003346663164537
Antarctica,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.06316948603620637
Australia and New Zealand,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.08662239232650552
Caribbean,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.08300093384708422
Central America,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.18500343586710108
Eastern Africa,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.08353911888489943
Eastern Asia,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.31915531767527683
Eastern Europe,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.20705946538266987
Melanesia,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.0823896888859779
Micronesia,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.04456015515311348
Middle Africa,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.15705424735661466
Northern Africa,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.24611167686212762
Northern America,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.173405437086009
Northern Europe,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.24186188270888292
Polynesia,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.05902502334175087
South America,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.17241416126527567
South-eastern Asia,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.178296446804369
Southern Africa,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.12478765981032174
Southern Asia,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.18783499216939586
Southern Europe,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.21582841308592832
Southern Islands,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.08216032618624906
Western Africa,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.23478002923182484
Western Asia,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.20962586369366465
Western Europe,fisheries biomass loss,fisheries,ssp245_current,#4DB0D3FF,0.26012305881399206
Antarctica,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.11770344623833677
Australia and New Zealand,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.11625052140490763
Caribbean,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.14492961480843644
Central America,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.29642548365616783
Eastern Africa,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.19148111022839379
Eastern Asia,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.33296149184190577
Eastern Europe,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.30428033322010856
Melanesia,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.11253664224637583
Micronesia,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.08161050848861852
Middle Africa,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.2158126123036727
Northern Africa,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.34197522579943795
Northern America,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.19404099939024438
Northern Europe,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.24704753865190537
Polynesia,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.08880229624673557
South America,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.2565153273244545
South-eastern Asia,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.2742793836228216
Southern Africa,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.20179161380572289
Southern Asia,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.32486053567138223
Southern Europe,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.3027315490670408
Southern Islands,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.13149469522126286
Western Africa,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.3220726189195794
Western Asia,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.35616516584514707
Western Europe,fisheries biomass loss,fisheries,ssp245_medium-term,#4DB0D3FF,0.2598549894949149
Antarctica,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.09169056808126927
Australia and New Zealand,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.1018931701292263
Caribbean,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.11706984282037892
Central America,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.2491502161069125
Eastern Africa,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.14490939775409697
Eastern Asia,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.330868479481679
Eastern Europe,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.26239155908040057
Melanesia,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.09794217910798995
Micronesia,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.06361846451394829
Middle Africa,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.19027154394645893
Northern Africa,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.30415872921796056
Northern America,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.1858399465497194
Northern Europe,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.2508386345965332
Polynesia,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.07433511927466756
South America,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.22333955623689272
South-eastern Asia,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.23316664601330975
Southern Africa,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.1667779060046767
Southern Asia,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.26992754203780395
Southern Europe,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.267392884528475
Southern Islands,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.10795467809462805
Western Africa,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.2894453076717069
Western Asia,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.3034889903042818
Western Europe,fisheries biomass loss,fisheries,ssp245_near-term,#4DB0D3FF,0.2701402368562991
Antarctica,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.06316948603620637
Australia and New Zealand,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.0922689687537537
Caribbean,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.086926088836636
Central America,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.18500343586710108
Eastern Africa,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.08353911888489943
Eastern Asia,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.31915531767527683
Eastern Europe,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.20705946538266987
Melanesia,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.08817735979928942
Micronesia,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.04925450674073968
Middle Africa,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.1590462954149603
Northern Africa,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.24611167686212762
Northern America,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.17493484246498617
Northern Europe,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.24186188270888292
Polynesia,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.06472249123215229
South America,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.17292514010300009
South-eastern Asia,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.178296446804369
Southern Africa,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.12627442601051161
Southern Asia,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.18783499216939586
Southern Europe,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.21624345575122744
Southern Islands,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.08216032618624906
Western Africa,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.23478002923182484
Western Asia,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.20962586369366465
Western Europe,fisheries biomass loss,fisheries,ssp585_current,#4DB0D3FF,0.26012305881399206
Antarctica,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.11770344623833677
Australia and New Zealand,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.16088396459511087
Caribbean,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.17643786895363459
Central America,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.2961512262759785
Eastern Africa,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.19516892323096552
Eastern Asia,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.33340779917597496
Eastern Europe,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.3042600614867266
Melanesia,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.1581592916376389
Micronesia,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.12182836164472262
Middle Africa,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.23151535841107304
Northern Africa,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.3419804927589416
Northern America,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.21794883434148804
Northern Europe,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.2518368692778099
Polynesia,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.13486655718748272
South America,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.26699466361360885
South-eastern Asia,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.27427485241032146
Southern Africa,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.21338679740075134
Southern Asia,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.32486053567138223
Southern Europe,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.3083365916475875
Southern Islands,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.13149469522126286
Western Africa,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.3224340636370637
Western Asia,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.35614101824840166
Western Europe,fisheries biomass loss,fisheries,ssp585_medium-term,#4DB0D3FF,0.2616225107015708
Antarctica,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.09169056808126927
Australia and New Zealand,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.12865262871486766
Caribbean,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.13613186346337516
Central America,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.24913870495070373
Eastern Africa,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.14614779612283843
Eastern Asia,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.3322227639404332
Eastern Europe,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.26238957036357224
Melanesia,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.12529895513324074
Micronesia,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.08775399859218252
Middle Africa,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.19968741144696803
Northern Africa,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.3041594026863163
Northern America,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.1996629424314509
Northern Europe,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.25539036235948276
Polynesia,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.10167976891527182
South America,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.2280730510971227
South-eastern Asia,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.23316664601330975
Southern Africa,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.17376627609128473
Southern Asia,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.26992754203780395
Southern Europe,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.2701541593061008
Southern Islands,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.10795467809462805
Western Africa,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.28971397798875953
Western Asia,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.3035694306994305
Western Europe,fisheries biomass loss,fisheries,ssp585_near-term,#4DB0D3FF,0.27190056734735574
Antarctica,light pollution,land-based,ssp245_current,#DFC524FF,0
Australia and New Zealand,light pollution,land-based,ssp245_current,#DFC524FF,0.0010396444912510062
Caribbean,light pollution,land-based,ssp245_current,#DFC524FF,0.0023841622266604907
Central America,light pollution,land-based,ssp245_current,#DFC524FF,0.001457362312530424
Eastern Africa,light pollution,land-based,ssp245_current,#DFC524FF,7.512889989745021e-4
Eastern Asia,light pollution,land-based,ssp245_current,#DFC524FF,0.014264448567469019
Eastern Europe,light pollution,land-based,ssp245_current,#DFC524FF,7.103453821012749e-4
Melanesia,light pollution,land-based,ssp245_current,#DFC524FF,1.0337626672661023e-4
Micronesia,light pollution,land-based,ssp245_current,#DFC524FF,2.3110626377750065e-4
Middle Africa,light pollution,land-based,ssp245_current,#DFC524FF,0.0025297736995012784
Northern Africa,light pollution,land-based,ssp245_current,#DFC524FF,0.009808866389335879
Northern America,light pollution,land-based,ssp245_current,#DFC524FF,0.0018728522639511985
Northern Europe,light pollution,land-based,ssp245_current,#DFC524FF,0.0047260108016263114
Polynesia,light pollution,land-based,ssp245_current,#DFC524FF,7.462002604342538e-5
South America,light pollution,land-based,ssp245_current,#DFC524FF,0.0037792006687763337
South-eastern Asia,light pollution,land-based,ssp245_current,#DFC524FF,0.001879284154878993
Southern Africa,light pollution,land-based,ssp245_current,#DFC524FF,0.004344394337607365
Southern Asia,light pollution,land-based,ssp245_current,#DFC524FF,0.005477448007344636
Southern Europe,light pollution,land-based,ssp245_current,#DFC524FF,0.010719108946179565
Southern Islands,light pollution,land-based,ssp245_current,#DFC524FF,0
Western Africa,light pollution,land-based,ssp245_current,#DFC524FF,0.002636324959553154
Western Asia,light pollution,land-based,ssp245_current,#DFC524FF,0.013319087925466041
Western Europe,light pollution,land-based,ssp245_current,#DFC524FF,0.012122415075907375
Antarctica,light pollution,land-based,ssp245_medium-term,#DFC524FF,0
Australia and New Zealand,light pollution,land-based,ssp245_medium-term,#DFC524FF,0.0015454928370904324
Caribbean,light pollution,land-based,ssp245_medium-term,#DFC524FF,0.002888443531050093
Central America,light pollution,land-based,ssp245_medium-term,#DFC524FF,0.002126163065467511
Eastern Africa,light pollution,land-based,ssp245_medium-term,#DFC524FF,0.0030206781819928966
Eastern Asia,light pollution,land-based,ssp245_medium-term,#DFC524FF,0.015864052317996504
Eastern Europe,light pollution,land-based,ssp245_medium-term,#DFC524FF,6.836664668723144e-4
Melanesia,light pollution,land-based,ssp245_medium-term,#DFC524FF,2.1427211269915683e-4
Micronesia,light pollution,land-based,ssp245_medium-term,#DFC524FF,1.2837663940578557e-4
Middle Africa,light pollution,land-based,ssp245_medium-term,#DFC524FF,0.00490114205547053
Northern Africa,light pollution,land-based,ssp245_medium-term,#DFC524FF,0.012445225995016304
Northern America,light pollution,land-based,ssp245_medium-term,#DFC524FF,0.0020320590538862866
Northern Europe,light pollution,land-based,ssp245_medium-term,#DFC524FF,0.0059968896758336564
Polynesia,light pollution,land-based,ssp245_medium-term,#DFC524FF,1.739467053582666e-4
South America,light pollution,land-based,ssp245_medium-term,#DFC524FF,0.004062565037912212
South-eastern Asia,light pollution,land-based,ssp245_medium-term,#DFC524FF,0.004742728449648081
Southern Africa,light pollution,land-based,ssp245_medium-term,#DFC524FF,0.0054703727187431625
Southern Asia,light pollution,land-based,ssp245_medium-term,#DFC524FF,0.012272424380736694
Southern Europe,light pollution,land-based,ssp245_medium-term,#DFC524FF,0.009919368767635753
Southern Islands,light pollution,land-based,ssp245_medium-term,#DFC524FF,0
Western Africa,light pollution,land-based,ssp245_medium-term,#DFC524FF,0.009018117176896915
Western Asia,light pollution,land-based,ssp245_medium-term,#DFC524FF,0.014431590994584964
Western Europe,light pollution,land-based,ssp245_medium-term,#DFC524FF,0.017376181605834526
Antarctica,light pollution,land-based,ssp245_near-term,#DFC524FF,0
Australia and New Zealand,light pollution,land-based,ssp245_near-term,#DFC524FF,0.0012782680899871427
Caribbean,light pollution,land-based,ssp245_near-term,#DFC524FF,0.002460323477522719
Central America,light pollution,land-based,ssp245_near-term,#DFC524FF,0.0016179578617111258
Eastern Africa,light pollution,land-based,ssp245_near-term,#DFC524FF,0.0015172321640913203
Eastern Asia,light pollution,land-based,ssp245_near-term,#DFC524FF,0.015516388434536165
Eastern Europe,light pollution,land-based,ssp245_near-term,#DFC524FF,6.491923437864781e-4
Melanesia,light pollution,land-based,ssp245_near-term,#DFC524FF,1.2512152467057257e-4
Micronesia,light pollution,land-based,ssp245_near-term,#DFC524FF,1.4019121348004165e-4
Middle Africa,light pollution,land-based,ssp245_near-term,#DFC524FF,0.003016142194102562
Northern Africa,light pollution,land-based,ssp245_near-term,#DFC524FF,0.010898026444785547
Northern America,light pollution,land-based,ssp245_near-term,#DFC524FF,0.0018610898856558707
Northern Europe,light pollution,land-based,ssp245_near-term,#DFC524FF,0.005473153657932296
Polynesia,light pollution,land-based,ssp245_near-term,#DFC524FF,1.206286241420913e-4
South America,light pollution,land-based,ssp245_near-term,#DFC524FF,0.0037677953846611445
South-eastern Asia,light pollution,land-based,ssp245_near-term,#DFC524FF,0.0038450382125179024
Southern Africa,light pollution,land-based,ssp245_near-term,#DFC524FF,0.004884405871093232
Southern Asia,light pollution,land-based,ssp245_near-term,#DFC524FF,0.0090181673813458825
Southern Europe,light pollution,land-based,ssp245_near-term,#DFC524FF,0.009692007425566654
Southern Islands,light pollution,land-based,ssp245_near-term,#DFC524FF,0
Western Africa,light pollution,land-based,ssp245_near-term,#DFC524FF,0.0052802854656576175
Western Asia,light pollution,land-based,ssp245_near-term,#DFC524FF,0.012735279638687824
Western Europe,light pollution,land-based,ssp245_near-term,#DFC524FF,0.016348449823433833
Antarctica,light pollution,land-based,ssp585_current,#DFC524FF,0
Australia and New Zealand,light pollution,land-based,ssp585_current,#DFC524FF,0.0010610968804974582
Caribbean,light pollution,land-based,ssp585_current,#DFC524FF,0.0023569616219480485
