georgn,pressure,pressure_category,scen_time,color,avg_impact
Australia and New Zealand,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,0.005482408214265602
Caribbean,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,0.01869049588341284
Central America,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,0.04165152796403985
Eastern Africa,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,0.010739010752694596
Eastern Asia,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,0.002371634890172925
Eastern Europe,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,0.02679230430669276
Melanesia,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,6.878863528808766e-4
Micronesia,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,6.525479785813591e-4
Middle Africa,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,0.019943937313288224
Northern Africa,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,0.014949997670974427
Northern America,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,0.034037034345971086
Northern Europe,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,0.008284532047616701
Polynesia,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,0.0022545998772913844
South America,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,0.007152736541208527
South-eastern Asia,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,0.00617635943492959
Southern Africa,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,0.01353562515215129
Southern Asia,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,3.557923774329149e-4
Southern Europe,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,0.011182561077056646
Southern Islands,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,0.01688015739465707
Western Africa,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,0.01519660095132471
Western Asia,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,0.004414339347434198
Western Europe,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,0.02727159796112119
Antarctica,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.01053214042299819
Australia and New Zealand,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.05887793745001865
Caribbean,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.05808525749503205
Central America,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.08993603897947805
Eastern Africa,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.05111962543794675
Eastern Asia,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.054437278765565214
Eastern Europe,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.07011443004266545
Melanesia,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.027831005936338464
Micronesia,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.011002850657061867
Middle Africa,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.06366723896797268
Northern Africa,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.051303531460063286
Northern America,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.05087120718897688
Northern Europe,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.023756130035498663
Polynesia,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.011378361712861735
South America,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.036749365856644164
South-eastern Asia,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.052355932129074474
Southern Africa,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.0661951554245852
Southern Asia,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.03502161133641412
Southern Europe,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.03556466985133429
Southern Islands,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.07144911837207878
Western Africa,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.07127715354712988
Western Asia,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.038579656307997034
Western Europe,sea level rise,climate-change-other,ssp245_medium-term,#9F2C6CFF,0.066489898557849
Antarctica,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,4.1551052545649387e-4
Australia and New Zealand,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,0.005482408214265602
Caribbean,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,0.01869049588341284
Central America,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,0.04165152796403985
Eastern Africa,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,0.010739010752694596
Eastern Asia,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,0.002371634890172925
Eastern Europe,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,0.02679230430669276
Melanesia,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,6.878863528808766e-4
Micronesia,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,6.525479785813591e-4
Middle Africa,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,0.019943937313288224
Northern Africa,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,0.014949997670974427
Northern America,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,0.034037034345971086
Northern Europe,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,0.008284532047616701
Polynesia,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,0.0022545998772913844
South America,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,0.007152736541208527
South-eastern Asia,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,0.00617635943492959
Southern Africa,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,0.01353562515215129
Southern Asia,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,3.557923774329149e-4
Southern Europe,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,0.011182561077056646
Southern Islands,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,0.01688015739465707
Western Africa,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,0.01519660095132471
Western Asia,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,0.004414339347434198
Western Europe,sea level rise,climate-change-other,ssp245_near-term,#9F2C6CFF,0.02727159796112119
Antarctica,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.001685293202247511
Australia and New Zealand,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.013530959769067518
Caribbean,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.022299278628623093
Central America,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.04982334104389748
Eastern Africa,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.01721725813454463
Eastern Asia,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.00832746992139449
Eastern Europe,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.03399542836385063
Melanesia,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.0035603223186254133
Micronesia,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.0026757710917691374
Middle Africa,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.03376776427673153
Northern Africa,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.022597174338832682
Northern America,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.03720783604574467
Northern Europe,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.010153898450201409
Polynesia,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.0032652559980574647
South America,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.009488103163981998
South-eastern Asia,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.008825044830234415
Southern Africa,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.022546299272177144
Southern Asia,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.0024677934343067796
Southern Europe,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.015055542741463791
Southern Islands,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.019807786578576115
Western Africa,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.023801691938778183
Western Asia,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.012287991961041377
Western Europe,sea level rise,climate-change-other,ssp585_current,#9F2C6CFF,0.03036519531525476
Antarctica,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.025750925455393158
Australia and New Zealand,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.1058249607706007
Caribbean,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.08160545674390245
Central America,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.1243974025748103
Eastern Africa,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.09348315987816645
Eastern Asia,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.1074409331279271
Eastern Europe,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.10042382673113766
Melanesia,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.04847944120919579
Micronesia,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.016520695207406098
Middle Africa,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.10347733156442052
Northern Africa,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.0893588329557744
Northern America,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.06339512500821223
Northern Europe,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.04464572028168397
Polynesia,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.017914334657829503
South America,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.06689183621610797
South-eastern Asia,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.08704116396743901
Southern Africa,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.10858626799536972
Southern Asia,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.08218247732281257
Southern Europe,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.06560718663187869
Southern Islands,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.11509333523805645
Western Africa,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.11076351826710532
Western Asia,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.08579928361142164
Western Europe,sea level rise,climate-change-other,ssp585_medium-term,#9F2C6CFF,0.10897282650831693
Antarctica,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.001685293202247511
Australia and New Zealand,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.013530959769067518
Caribbean,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.022299278628623093
Central America,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.04982334104389748
Eastern Africa,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.01721725813454463
Eastern Asia,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.00832746992139449
Eastern Europe,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.03399542836385063
Melanesia,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.0035603223186254133
Micronesia,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.0026757710917691374
Middle Africa,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.03376776427673153
Northern Africa,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.022597174338832682
Northern America,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.03720783604574467
Northern Europe,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.010153898450201409
Polynesia,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.0032652559980574647
South America,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.009488103163981998
South-eastern Asia,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.008825044830234415
Southern Africa,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.022546299272177144
Southern Asia,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.0024677934343067796
Southern Europe,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.015055542741463791
Southern Islands,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.019807786578576115
Western Africa,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.023801691938778183
Western Asia,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.012287991961041377
Western Europe,sea level rise,climate-change-other,ssp585_near-term,#9F2C6CFF,0.03036519531525476
