georgn,pressure,scen_time,color,avg_impact
Melanesia,sea level rise,ssp245_near-term,#D2D2C3FF,7.096542357109854e-4
Micronesia,sea level rise,ssp245_near-term,#D2D2C3FF,7.095069056003722e-4
Middle Africa,sea level rise,ssp245_near-term,#D2D2C3FF,0.018231803757586058
Northern Africa,sea level rise,ssp245_near-term,#D2D2C3FF,0.012779266344847585
Northern America,sea level rise,ssp245_near-term,#D2D2C3FF,0.03299585551086113
Northern Europe,sea level rise,ssp245_near-term,#D2D2C3FF,0.007827026975563542
Polynesia,sea level rise,ssp245_near-term,#D2D2C3FF,0.0024299813296950446
South America,sea level rise,ssp245_near-term,#D2D2C3FF,0.006180467163302259
South-Eastern Asia,sea level rise,ssp245_near-term,#D2D2C3FF,7.035203115211644e-5
South-eastern Asia,sea level rise,ssp245_near-term,#D2D2C3FF,0.006779951522116486
Southern Africa,sea level rise,ssp245_near-term,#D2D2C3FF,0.010928485718547307
Southern Asia,sea level rise,ssp245_near-term,#D2D2C3FF,3.619367676760597e-4
Southern Europe,sea level rise,ssp245_near-term,#D2D2C3FF,0.010469549977654181
Southern Islands,sea level rise,ssp245_near-term,#D2D2C3FF,0.016731262962383444
Western Africa,sea level rise,ssp245_near-term,#D2D2C3FF,0.014103094837020798
Western Asia,sea level rise,ssp245_near-term,#D2D2C3FF,0.004019731909855406
Western Europe,sea level rise,ssp245_near-term,#D2D2C3FF,0.025288920689805594
Antarctica,sea level rise,ssp585_current,#D2D2C3FF,0.0016896127096518753
Atlantic Eastern Central,sea level rise,ssp585_current,#D2D2C3FF,0
Australia and New Zealand,sea level rise,ssp585_current,#D2D2C3FF,0.012613267710991586
Caribbean,sea level rise,ssp585_current,#D2D2C3FF,0.021999689211361854
Central America,sea level rise,ssp585_current,#D2D2C3FF,0.04814448680447634
Eastern Africa,sea level rise,ssp585_current,#D2D2C3FF,0.016421169386780034
Eastern Asia,sea level rise,ssp585_current,#D2D2C3FF,0.008032792652154765
Eastern Europe,sea level rise,ssp585_current,#D2D2C3FF,0.030591635868589314
Melanesia,sea level rise,ssp585_current,#D2D2C3FF,0.0036456578904967927
Micronesia,sea level rise,ssp585_current,#D2D2C3FF,0.002912144263609801
Middle Africa,sea level rise,ssp585_current,#D2D2C3FF,0.030819533626352424
Northern Africa,sea level rise,ssp585_current,#D2D2C3FF,0.01963624110145939
Northern America,sea level rise,ssp585_current,#D2D2C3FF,0.035909655047789646
Northern Europe,sea level rise,ssp585_current,#D2D2C3FF,0.009569860367883064
Polynesia,sea level rise,ssp585_current,#D2D2C3FF,0.003531862676084109
South America,sea level rise,ssp585_current,#D2D2C3FF,0.00828544134734473
South-Eastern Asia,sea level rise,ssp585_current,#D2D2C3FF,0.005051604721499184
South-eastern Asia,sea level rise,ssp585_current,#D2D2C3FF,0.009422236956055036
Southern Africa,sea level rise,ssp585_current,#D2D2C3FF,0.018225933515362832
Southern Asia,sea level rise,ssp585_current,#D2D2C3FF,0.0021719925578945185
Southern Europe,sea level rise,ssp585_current,#D2D2C3FF,0.014092336273275222
Southern Islands,sea level rise,ssp585_current,#D2D2C3FF,0.01966239723412893
Western Africa,sea level rise,ssp585_current,#D2D2C3FF,0.02209544835863757
Western Asia,sea level rise,ssp585_current,#D2D2C3FF,0.011378611871803777
Western Europe,sea level rise,ssp585_current,#D2D2C3FF,0.028042392560251914
Antarctica,sea level rise,ssp585_medium-term,#D2D2C3FF,0.025783521267778026
Atlantic Eastern Central,sea level rise,ssp585_medium-term,#D2D2C3FF,0
Australia and New Zealand,sea level rise,ssp585_medium-term,#D2D2C3FF,0.09967263431303627
Caribbean,sea level rise,ssp585_medium-term,#D2D2C3FF,0.07995445756927388
Central America,sea level rise,ssp585_medium-term,#D2D2C3FF,0.1187291733935885
Eastern Africa,sea level rise,ssp585_medium-term,#D2D2C3FF,0.08876906506648664
Eastern Asia,sea level rise,ssp585_medium-term,#D2D2C3FF,0.10337322737266855
Eastern Europe,sea level rise,ssp585_medium-term,#D2D2C3FF,0.08955017309773138
Melanesia,sea level rise,ssp585_medium-term,#D2D2C3FF,0.049015415161570715
Micronesia,sea level rise,ssp585_medium-term,#D2D2C3FF,0.018042865386619006
Middle Africa,sea level rise,ssp585_medium-term,#D2D2C3FF,0.09440985268698245
Northern Africa,sea level rise,ssp585_medium-term,#D2D2C3FF,0.07935931974129141
Northern America,sea level rise,ssp585_medium-term,#D2D2C3FF,0.06016685279986569
Northern Europe,sea level rise,ssp585_medium-term,#D2D2C3FF,0.04186683990234868
Polynesia,sea level rise,ssp585_medium-term,#D2D2C3FF,0.019709809934232662
South America,sea level rise,ssp585_medium-term,#D2D2C3FF,0.06004760463075747
South-Eastern Asia,sea level rise,ssp585_medium-term,#D2D2C3FF,0.0737386871605537
South-eastern Asia,sea level rise,ssp585_medium-term,#D2D2C3FF,0.08533324474053089
Southern Africa,sea level rise,ssp585_medium-term,#D2D2C3FF,0.08843511078051933
Southern Asia,sea level rise,ssp585_medium-term,#D2D2C3FF,0.07100048454471272
Southern Europe,sea level rise,ssp585_medium-term,#D2D2C3FF,0.06091901482661617
Southern Islands,sea level rise,ssp585_medium-term,#D2D2C3FF,0.11417017602389176
Western Africa,sea level rise,ssp585_medium-term,#D2D2C3FF,0.10228466799068235
Western Asia,sea level rise,ssp585_medium-term,#D2D2C3FF,0.07972657470716109
Western Europe,sea level rise,ssp585_medium-term,#D2D2C3FF,0.09896947013913204
Antarctica,sea level rise,ssp585_near-term,#D2D2C3FF,0.0016896127096518753
Atlantic Eastern Central,sea level rise,ssp585_near-term,#D2D2C3FF,0
Australia and New Zealand,sea level rise,ssp585_near-term,#D2D2C3FF,0.012613267710991586
Caribbean,sea level rise,ssp585_near-term,#D2D2C3FF,0.021999689211361854
Central America,sea level rise,ssp585_near-term,#D2D2C3FF,0.04814448680447634
Eastern Africa,sea level rise,ssp585_near-term,#D2D2C3FF,0.016421169386780034
Eastern Asia,sea level rise,ssp585_near-term,#D2D2C3FF,0.008032792652154765
Eastern Europe,sea level rise,ssp585_near-term,#D2D2C3FF,0.030591635868589314
Melanesia,sea level rise,ssp585_near-term,#D2D2C3FF,0.0036456578904967927
Micronesia,sea level rise,ssp585_near-term,#D2D2C3FF,0.002912144263609801
Middle Africa,sea level rise,ssp585_near-term,#D2D2C3FF,0.030819533626352424
Northern Africa,sea level rise,ssp585_near-term,#D2D2C3FF,0.01963624110145939
Northern America,sea level rise,ssp585_near-term,#D2D2C3FF,0.035909655047789646
Northern Europe,sea level rise,ssp585_near-term,#D2D2C3FF,0.009569860367883064
Polynesia,sea level rise,ssp585_near-term,#D2D2C3FF,0.003531862676084109
South America,sea level rise,ssp585_near-term,#D2D2C3FF,0.00828544134734473
South-Eastern Asia,sea level rise,ssp585_near-term,#D2D2C3FF,0.005051604721499184
South-eastern Asia,sea level rise,ssp585_near-term,#D2D2C3FF,0.009422236956055036
Southern Africa,sea level rise,ssp585_near-term,#D2D2C3FF,0.018225933515362832
Southern Asia,sea level rise,ssp585_near-term,#D2D2C3FF,0.0021719925578945185
Southern Europe,sea level rise,ssp585_near-term,#D2D2C3FF,0.014092336273275222
Southern Islands,sea level rise,ssp585_near-term,#D2D2C3FF,0.01966239723412893
Western Africa,sea level rise,ssp585_near-term,#D2D2C3FF,0.02209544835863757
Western Asia,sea level rise,ssp585_near-term,#D2D2C3FF,0.011378611871803777
Western Europe,sea level rise,ssp585_near-term,#D2D2C3FF,0.028042392560251914
