stockid,stocklong,total_years,max_year,min_year,year,biomass_MT
SILVERFISHSE,Silverfish Southeast Australia,23,2017,1995,2012,6679.23
SILVERFISHSE,Silverfish Southeast Australia,23,2017,1995,2013,6164.61
SILVERFISHSE,Silverfish Southeast Australia,23,2017,1995,2014,5884.9
SILVERFISHSE,Silverfish Southeast Australia,23,2017,1995,2015,6224.22
SILVERFISHSE,Silverfish Southeast Australia,23,2017,1995,2016,6842.76
SILVERFISHSE,Silverfish Southeast Australia,23,2017,1995,2017,7865.59
SILVERFISHSE,Silverfish Southeast Australia,23,2017,1995,2018,7865.59
SILVERFISHSE,Silverfish Southeast Australia,23,2017,1995,2019,7865.59
SILVERFISHSE,Silverfish Southeast Australia,23,2017,1995,2020,7865.59
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,1995,1200000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,1996,1050000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,1997,1080000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,1998,1190000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,1999,1810000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,2000,1600000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,2001,1320000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,2002,1370000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,2003,1090000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,2004,808000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,2005,1100000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,2006,1240000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,2007,578000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,2008,510000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,2009,698000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,2010,939000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,2011,947000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,2012,947000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,2013,947000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,2014,947000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,2015,947000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,2016,947000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,2017,947000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,2018,947000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,2019,947000
SKJCIO,Skipjack tuna Indian Ocean,17,2011,1995,2020,947000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,1995,4440000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,1996,4410000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,1997,4180000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,1998,4510000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,1999,4650000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,2000,4250000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,2001,3780000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,2002,3710000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,2003,3350000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,2004,3390000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,2005,3860000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,2006,4020000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,2007,4270000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,2008,3710000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,2009,3380000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,2010,3470000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,2011,3410000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,2012,3770000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,2013,4470000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,2014,4840000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,2015,4410000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,2016,4410000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,2017,4410000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,2018,4410000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,2019,4410000
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,21,2015,1995,2020,4410000
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,1995,33800
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,1996,40600
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,1997,40100
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,1998,37000
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,1999,37200
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,2000,38500
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,2001,37900
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,2002,36000
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,2003,41900
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,2004,42400
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,2005,40900
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,2006,39600
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,2007,40300
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,2008,41300
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,2009,43900
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,2010,42600
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,2011,43700
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,2012,38300
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,2013,35100
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,2014,37600
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,2015,37600
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,2016,37600
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,2017,37600
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,2018,37600
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,2019,37600
SKJWATL,Skipjack tuna Western Atlantic,20,2014,1995,2020,37600
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,1995,12005
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,1996,12255
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,1997,13115
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,1998,13772
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,1999,14501
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,2000,15230
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,2001,16879
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,2002,20670
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,2003,23954
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,2004,26533
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,2005,28713
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,2006,30010
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,2007,30087
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,2008,28928
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,2009,27061
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,2010,25073
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,2011,23247
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,2012,22340
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,2013,22340
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,2014,22340
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,2015,22340
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,2016,22340
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,2017,22340
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,2018,22340
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,2019,22340
SMDOGATL,Smooth dogfish Atlantic,18,2012,1995,2020,22340
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,1995,566.19
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,1996,566.19
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,1997,566.19
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,1998,566.19
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,1999,566.19
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,2000,566.19
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,2001,550.09
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,2002,509.81
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,2003,498.89
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,2004,547.75
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,2005,554.35
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,2006,536.98
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,2007,559.38
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,2008,504.81
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,2009,449.32
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,2010,423.84
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,2011,362.55
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,2012,344.35
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,2013,328.72
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,2014,342.82
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,2015,353.86
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,2016,373.83
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,2017,373.93
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,2018,401.76
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,2019,364.86
SMULLMEDGSA5,Surmullet Balearic Island,21,2020,2000,2020,381.29
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,1995,1028.043762
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,1996,1222.28311
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,1997,1368.145284
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,1998,1497.93301
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,1999,1643.795185
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,2000,1773.544455
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,2001,1967.783802
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,2002,2145.871789
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,2003,2340.111137
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,2004,2534.312029
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,2005,2970.206507
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,2006,3373.913629
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,2007,3648.679049
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,2008,3939.595831
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,2009,4133.796724
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,2010,4295.771804
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,2011,4328.882095
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,2012,4152.486156
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,2013,3895.564144
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,2014,3525.813336
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,2015,2898.294493
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,2016,2286.8500989999998
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,2017,1610.99254
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,2018,1080.151131
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,2019,694.287417
SNAPSAUSGSV,Snapper Gulf St. Vincent,26,2020,1995,2020,356.800876
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,1995,62.333157
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,1996,70.448674
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,1997,78.563473
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,1998,86.678272
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,1999,97.493452
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,2000,100.208924
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,2001,102.924396
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,2002,108.34025
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,2003,108.356058
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,2004,138.068163
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,2005,259.569541
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,2006,445.862121
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,2007,570.062444
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,2008,678.065505
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,2009,721.275927
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,2010,659.199478
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,2011,456.741254
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,2012,289.377935
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,2013,230.001868
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,2014,197.621716
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,2015,173.340555
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,2016,176.056745
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,2017,221.966831
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,2018,278.67557
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,2019,327.286036
SNAPSAUSSER,Snapper South-East Region,26,2020,1995,2020,356.998142
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,1995,3648.621275
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,1996,4268.972221
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,1997,4641.133108
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,1998,4847.833956
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,1999,4827.027249
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,2000,4764.861447
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,2001,4806.102256
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,2002,4888.708073
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,2003,5054.043912
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,2004,5198.697245
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,2005,5239.943967
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,2006,5157.089746
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,2007,4867.410476
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,2008,4391.588661
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,2009,3812.354322
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,2010,3295.167498
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,2011,2777.980673
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,2012,2426.259802
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,2013,2074.533017
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,2014,1826.218757
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,2015,1577.904496
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,2016,1308.907731
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,2017,1081.275975
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,2018,853.64422
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,2019,626.018378
SNAPSAUSSGWC,Snapper Spencer Gulf and West Coast,26,2020,1995,2020,460.434137
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,1995,140.44214
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,1996,140.44214
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,1997,140.44214
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,1998,140.44214
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,1999,140.44214
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,2000,234.07022
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,2001,390.11703
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,2002,218.46555
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,2003,296.48895
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,2004,421.3264
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,2005,312.09363
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,2006,327.6983
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,2007,265.27957
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,2008,280.88428
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,2009,249.6749
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,2010,358.90768
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,2011,390.11703
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,2012,109.23277
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,2013,62.418724
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,2014,93.62809
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,2015,171.65149
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,2016,78.02341
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,2017,46.814045
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,2018,46.814045
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,2019,46.814045
SNOWCRAB4X,Snow crab Western Scotian Shelf,19,2017,1999,2020,46.814045
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,1995,177000
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,1996,241000
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,1997,240000
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,1998,176000
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,1999,147000
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,2000,118000
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,2001,98100
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,2002,99300
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,2003,112000
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,2004,117000
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,2005,113000
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,2006,129000
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,2007,153000
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,2008,183000
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,2009,202000
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,2010,192000
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,2011,139000
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,2012,99400
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,2013,82800
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,2014,66300
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,2015,57300
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,2016,59500
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,2017,86100
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,2018,71200
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,2019,33800
SNOWCRABBS,Snow crab Bering Sea,26,2020,1995,2020,26700
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,1995,1630
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,1996,1630
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,1997,1630
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,1998,1630
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,1999,2470
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,2000,3300
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,2001,3320
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,2002,1790
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,2003,3140
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,2004,2460
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,2005,2560
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,2006,2410
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,2007,3050
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,2008,2740
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,2009,3600
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,2010,4410
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,2011,2780
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,2012,3880
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,2013,1760
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,2014,3280
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,2015,3280
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,2016,3280
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,2017,3280
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,2018,3280
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,2019,3280
SNOWCRABESJ,Snow crab Sea of Japan East,17,2014,1998,2020,3280
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,1995,1853.0024
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,1996,1853.0024
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,1997,1853.0024
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,1998,1853.0024
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,1999,1853.0024
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,2000,2374.621
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,2001,2525.59
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,2002,2675.7429
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,2003,2331.1255
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,2004,2141.9654
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,2005,1580.2789
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,2006,1297.9258
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,2007,1293.6825
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,2008,1444.2434
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,2009,1657.477
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,2010,1714.1109
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,2011,1308.8609
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,2012,1118.8847
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,2013,1516.7086
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,2014,1760.4624
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,2015,1601.2512
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,2016,1102.0741
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,2017,1159.6872
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,2018,1159.6872
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,2019,1159.6872
SNOWCRABNENS,Snow crab North-Eastern Nova Scotia,19,2017,1999,2020,1159.6872
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,1995,751
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,1996,751
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,1997,751
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,1998,751
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,1999,1140
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,2000,1390
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,2001,497
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,2002,826
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,2003,1040
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,2004,749
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,2005,913
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,2006,992
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,2007,1780
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,2008,1530
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,2009,1110
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,2010,935
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,2011,856
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,2012,1140
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,2013,381
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,2014,381
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,2015,381
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,2016,381
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,2017,381
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,2018,381
SNOWCRABNPAC,Snow crab North Pacific,16,2013,1998,2019,381
